OBJECTID1,HUC_10,HU_10_NAME,DWQ_Basin,Area_sqmi,TOTAL_POP,POP_2010,POP_2000,POP_CHG_10_20,POP_CHG_00_10,ACRES,Latitude,Longtidude
531,304020313,Ashpole Swamp,Lumber,19,776,994,1039,-218,-45,11870.69749,34.5259966,-79.2328172
532,304020309,Lower Big Swamp,Lumber,90,5488,6230,6045,-742,185,57827.65544,34.7790474,-78.7360505
533,304020301,Upper Drowning Creek,Lumber,130,6474,7097,5688,-623,1409,83079.12851,36.4733765,-94.8671617
534,304020307,Upper Big Swamp,Lumber,116,6564,7096,6168,-532,928,74321.66822,35.7595731,-79.0192997
535,304020314,Outlet Lumber River,Lumber,46,1253,1723,1815,-470,-92,29428.92819,34.5669774,-79.1432093
536,304020306,Gallberry Swamp,Lumber,152,19748,20818,17664,-1070,3154,97448.05969,34.8210849,-78.8976988
537,304020311,Porter Swamp-Lumber River,Lumber,134,5360,6505,7102,-1145,-597,85728.98118,34.3402526,-78.9497906
538,305010509,Kings Creek,Broad,17,2603,2455,2701,148,-246,10759.70864,37.2663696,-76.6343594
539,305010512,North Pacolet River,Broad,68,9055,9342,8941,-287,401,43588.24297,35.1109524,-81.9634396
540,304020802,Shallotte River,Lumber,85,22874,20602,15418,2272,5184,54165.27012,33.9057282,-78.3786145
541,305010303,Cane Creek,Catawba,23,2552,2617,1970,-65,647,14559.60813,35.7595731,-79.0192997
542,305010508,Buffalo Creek,Broad,161,40059,39339,37900,720,1439,103248.3307,39.3869295,-105.2708903
543,305010502,Lower Green River,Broad,108,7787,8664,7365,-877,1299,69256.15751,35.181306,-82.5334443
544,305010505,Sandy Run-Broad River,Broad,177,26976,28014,25657,-1038,2357,113219.8584,35.7595731,-79.0192997
545,305010503,Headwaters Broad River,Broad,280,21755,21832,19525,-77,2307,179302.0188,35.7595731,-79.0192997
546,305010504,Second Broad River,Broad,221,29417,31314,28659,-1897,2655,141615.5475,35.3791792,-81.8660624
547,305010302,Twelvemile Creek,Catawba,118,147304,110808,42758,36496,68050,75626.10033,-32.6525657,151.8661805
548,304020607,Buck Creek-Waccamaw River,Lumber,96,13657,10832,6850,2825,3982,61256.97434,33.6959905,-78.9224708
549,305010515,Pacolet River,Broad,5,391,431,337,-40,94,3072.619519,34.8854867,-81.5978887
550,305010901,North Saluda River,Broad,0,5,5,2,0,3,110.7059808,35.047044,-82.4698346
551,305010507,Lower First Broad River,Broad,144,42904,41937,42851,967,-914,92048.00755,35.2076278,-81.6062443
552,304020801,Lockwoods Folly River,Lumber,147,18242,14866,11891,3376,2975,94121.08882,33.9214355,-78.2475396
553,304020803,Little River,Lumber,21,8403,6810,5179,1593,1631,13559.53398,44.2859355,-86.2472658
554,304020605,Seven Creeks,Lumber,168,11759,13180,12057,-1421,1123,107280.3945,-36.4355718,145.391801
555,305010506,Upper First Broad River,Broad,181,7697,8032,7705,-335,327,115629.4328,35.2076278,-81.6062443
556,305010306,Fishing Creek Reservoir-Catawba River,Catawba,35,5413,5029,3934,384,1095,22648.88792,34.4668123,-80.8889704
557,305010301,Sugar Creek,Catawba,230,638079,551417,485876,86662,65541,147067.9375,40.50312,-81.6409582
558,305010511,Bullock Creek,Broad,3,251,257,287,-6,-30,1604.420604,34.8543012,-81.4117577
559,305010516,Cherokee Creek-Broad River,Broad,12,1904,1861,1663,43,198,7969.961512,35.7595731,-79.0192997
560,305010902,South Saluda River,Broad,0,10,9,4,1,5,284.9493154,35.0544221,-82.7266173
561,306010202,Chattooga River,Savannah,62,1882,1679,1451,203,228,39831.472,34.9265591,-83.2076373
562,301010707,Headwaters Cashie River,Roanoke,125,3493,4381,4461,-888,-80,79720.43086,36.0713391,-77.0506291
563,301010702,Conoconnara Swamp-Roanoke River,Roanoke,169,3371,4234,4418,-863,-184,108206.5539,36.213967,-77.579494
564,302020203,Mosley Creek-Neuse River,Neuse,194,28731,31679,33134,-2948,-1455,123965.945,35.7595731,-79.0192997
565,301010703,Kehukee Swamp-Roanoke River,Roanoke,152,2171,2791,3303,-620,-512,97122.58524,36.1059893,-77.4144138
566,301010704,Sweetwater Creek,Roanoke,116,6385,6754,6752,-369,2,74198.78096,33.7713138,-84.7724336
567,302020206,Hog Island-Neuse River,Neuse,232,12683,13168,11550,-485,1618,148712.1056,35.1312747,-76.5038153
568,302020201,Walnut Creek-Neuse River,Neuse,116,38257,38804,39829,-547,-1025,74041.15115,37.9100783,-122.0651819
569,306010201,Tallulah River,Savannah,11,118,14,96,104,-82,6765.439265,34.7162056,-83.3523856
570,302020205,Swift Creek,Neuse,159,7760,7960,6760,-200,1200,101916.1888,-37.2631851,147.7216178
571,302020202,Bear Creek-Neuse River,Neuse,187,28788,30969,29775,-2181,1194,119884.8453,35.1312747,-76.5038153
572,301010701,Quankey Creek-Roanoke River,Roanoke,131,29848,32626,33422,-2778,-796,83593.47202,36.1442401,-77.1588948
573,301010708,Outlet Cashie River,Roanoke,194,6776,7584,6198,-808,1386,124272.3316,36.0713391,-77.0506291
574,301010705,Conoho Creek-Roanoke River,Roanoke,213,7849,9311,10253,-1462,-942,136364.2447,35.9747077,-77.2752692
575,301010706,Gardener Creek-Roanoke River,Roanoke,113,2678,2959,2996,-281,-37,72620.16997,36.1442401,-77.1588948
576,302020204,Clayroot Swamp-Swift Creek,Neuse,177,54861,48567,32989,6294,15578,113218.1195,35.4271442,-77.2448186
577,301010709,Plymouth-Roanoke River,Roanoke,97,6663,7927,8157,-1264,-230,62102.303,35.8668281,-76.7485555
578,301020205,Kingsale Swamp-Blackwater River,Chowan,0,0,0,0,0,0,94.26162144,35.7595731,-79.0192997
579,305010501,Upper Green River,Broad,137,11580,11289,9136,291,2153,87397.86266,35.181306,-82.5334443
580,602000209,Spring Creek-Hiwassee River,Hiwassee,81,1409,1367,1335,42,32,51572.06248,35.4100705,-85.0102305
581,301020510,North River,Pasquotank,166,4417,4000,3247,417,753,106157.9627,43.1539855,-123.3787881
582,602000204,Valley River,Hiwassee,117,9386,9714,9210,-328,504,74947.93314,44.0704092,-123.1048665
583,306010102,Keowee River-Lake Keowee,Savannah,2,66,60,39,6,21,1069.565521,34.7641984,-82.8802099
584,301020508,Gum Neck-Alligator River,Pasquotank,325,330,385,347,-55,38,207752.9652,35.7587445,-76.1319953
585,301020507,Pasquotank River,Pasquotank,344,43699,43402,36103,297,7299,219968.6492,36.304911,-76.2187525
586,602000202,Tusquitee Creek-Hiwassee River,Hiwassee,109,6030,5673,4858,357,815,70048.88227,35.0845348,-83.7657282
587,301020505,Little River,Pasquotank,134,8222,8365,6583,-143,1782,85985.31951,44.2859355,-86.2472658
588,301020502,Bull Bay-Scuppernong River,Pasquotank,272,4601,5787,5644,-1186,143,173783.8506,35.8926346,-76.3318457
589,306010101,Headwaters Keowee River-Lake Jocassee,Savannah,97,3424,2979,2562,445,417,61981.57971,34.7641984,-82.8802099
590,301020514,Albemarle Sound-Croatan Sound,Pasquotank,407,26523,24121,21380,2402,2741,260191.5663,35.8466239,-75.7022567
591,301020516,Hatteras Island,Pasquotank,2,8,5,21,3,-16,1332.099062,35.24804,-75.5393155
592,602000203,Brasstown Creek-Hiwassee River,Hiwassee,58,5584,5423,4455,161,968,37355.59031,35.4100705,-85.0102305
593,602000201,Hiwassee River-Chatuge Lake,Hiwassee,58,3097,2964,2439,133,525,37082.64169,35.7595731,-79.0192997
594,602000207,Hiwassee Lake-Hiwassee River,Hiwassee,157,7287,6810,5777,477,1033,100369.7027,35.1642457,-84.254086
595,301020501,Edenton Bay-Albemarle Sound,Pasquotank,241,10450,11668,12118,-1218,-450,154332.5229,36.0524363,-76.5982818
596,602000206,Nottely River,Hiwassee,46,5681,4937,3843,744,1094,29563.35147,35.0898051,-84.0763001
597,301020503,Perquimmans River,Pasquotank,219,7876,8442,7728,-566,714,140467.9146,36.2061136,-76.4099532
598,301020509,Alligator River,Pasquotank,262,507,985,902,-478,83,167634.4874,35.9671031,-75.9815827
599,301020504,Yeopim River-Albemarle Sound,Pasquotank,182,3797,3719,2943,78,776,116450.5862,36.0743272,-76.4066044
600,602000302,Ocoee River,Hiwassee,18,1053,925,751,128,174,11542.47093,35.1468035,-84.6714423
601,301020112,Mill Creek-Nottoway River,Chowan,1,9,12,12,-3,0,737.0779931,35.7595731,-79.0192997
602,301020515,Croatan Sound,Pasquotank,398,2473,2271,2090,202,181,254631.4246,35.8466239,-75.7022567
603,302010205,Middle Fishing Creek,Tar-Pamlico,122,3298,3960,4264,-662,-304,78348.54631,36.2563508,-78.5887951
604,302010107,Sandy Creek,Tar-Pamlico,161,18551,20294,20385,-1743,-91,103052.8988,43.6442352,-76.0860345
605,302010303,Conetoe Creek,Tar-Pamlico,99,3431,3923,4043,-492,-120,63460.24025,35.7533049,-77.4917961
606,302010203,Upper Fishing Creek,Tar-Pamlico,173,8991,10528,9760,-1537,768,110631.012,38.322345,-76.2243879
607,302010104,Crooked Creek-Tar River,Tar-Pamlico,136,27529,22228,16261,5301,5967,86870.7565,35.7567658,-77.4351508
608,302010301,Town Creek,Tar-Pamlico,198,24444,26960,25356,-2516,1604,126698.4928,34.6812011,-87.4061342
609,302010204,Beech Swamp,Tar-Pamlico,178,5175,6509,6807,-1334,-298,113855.4146,36.1208639,-77.5361462
610,302010102,Tabbs Creek-Tar River,Tar-Pamlico,170,31088,29986,26415,1102,3571,108713.5415,36.316002,-78.570854
611,301020512,North Landing River,Pasquotank,41,2781,2878,2042,-97,836,26543.58155,36.6904783,-76.0855931
612,302010106,Tar River Reservoir-Tar River,Tar-Pamlico,200,37520,36649,31250,871,5399,128162.2717,35.8978674,-77.8860316
613,302010302,Otter Creek-Tar River,Tar-Pamlico,125,15661,17677,15711,-2016,1966,80062.64864,35.7567658,-77.4351508
614,301020517,Sand Ridge-Bodie Island,Pasquotank,3,170,134,185,36,-51,1658.338726,35.8943395,-75.5896151
615,302010201,Shocco Creek,Tar-Pamlico,84,3123,3529,3321,-406,208,53803.40582,36.2687595,-78.170616
616,301020506,Dismal Swamp Canal-Lake Drummond,Pasquotank,47,1154,1417,988,-263,429,30321.8525,35.7595731,-79.0192997
617,301020513,Currituck Sound,Pasquotank,216,14174,12290,10397,1884,1893,138421.7111,36.3801838,-75.8882508
618,302010109,Beech Branch-Tar River,Tar-Pamlico,105,33395,37108,39348,-3713,-2240,67124.69218,35.7567658,-77.4351508
619,302010202,Little Fishing Creek,Tar-Pamlico,188,6354,7203,7344,-849,-141,120051.6088,33.093811,-83.284027
620,302010108,Swift Creek,Tar-Pamlico,111,5518,6067,5762,-549,305,71058.44741,-37.2631851,147.7216178
621,302010103,Lynch Creek-Tar River,Tar-Pamlico,138,14951,15847,14261,-896,1586,88287.46568,35.7567658,-77.4351508
622,302010101,Aycock Creek-Tar River,Tar-Pamlico,166,8907,9402,8400,-495,1002,106527.2823,35.7567658,-77.4351508
623,301020511,Northwest River,Pasquotank,108,12194,9255,6367,2939,2888,69003.89227,36.5618753,-76.2101812
624,302010105,Stony Creek,Tar-Pamlico,118,21399,21206,18945,193,2261,75291.09773,41.2645413,-72.746208
625,302010206,Lower Fishing Creek,Tar-Pamlico,149,3998,4856,5246,-858,-390,95498.94221,38.322345,-76.2243879
626,302020107,Milburnie Lake-Neuse River,Neuse,112,197402,149611,78033,47791,71578,71677.11869,35.1312747,-76.5038153
627,302010402,South Creek-Pamlico River,Tar-Pamlico,279,5188,5739,5873,-551,-134,178739.0849,35.3182214,-76.4327016
628,302010407,Pamlico River,Tar-Pamlico,102,329,472,522,-143,-50,64995.77958,35.3182214,-76.4327016
629,302020105,Middle Falls Lake,Neuse,139,52396,40536,28077,11860,12459,88966.91032,43.1006314,-73.5248367
630,302010305,Tranters Creek,Tar-Pamlico,243,13726,14807,13728,-1081,1079,155562.3711,35.5656515,-77.1030931
631,302010403,Pantego Creek,Tar-Pamlico,173,3471,3982,4252,-511,-270,110983.8377,35.5402327,-76.6427101
632,302010504,Cape Lookout Shoals-Core Banks,Tar-Pamlico,96,1103,1509,1562,-406,-53,61255.01657,34.5739481,-76.5248555
633,302010502,Pamlico Sound-Ocracoke Inlet,Tar-Pamlico,613,800,948,771,-148,177,392048.3846,35.0861054,-76.0333885
634,302010501,Lake Mattamuskeet-Rose Bay,Tar-Pamlico,357,2086,2753,2894,-667,-141,228657.84,35.5201372,-76.1088001
635,302010406,Outlet Pungo River,Tar-Pamlico,146,2615,3118,2894,-503,224,93365.57753,35.5061703,-76.560295
636,302010405,Intracoastal Waterway-Pungo River,Tar-Pamlico,230,1054,1156,1201,-102,-45,147483.7344,35.5061703,-76.560295
637,302010503,Pamlico Sound-Hatteras Inlet,Tar-Pamlico,617,4191,4493,4205,-302,288,394951.7805,35.1909311,-75.7574989
638,302020102,Little River,Neuse,105,15651,14698,13663,953,1035,67119.45273,44.2859355,-86.2472658
639,302020101,Flat River,Neuse,175,19908,19729,16510,179,3219,111910.1422,43.2289544,-85.2204062
640,302020106,Lower Falls Lake,Neuse,98,51927,45162,33916,6765,11246,62924.54287,45.2623403,-61.0566425
641,302020104,Upper Falls Lake,Neuse,100,73323,66674,63076,6649,3598,63714.33892,48.4564972,-121.4000132
642,302010304,City of Greenville-Tar River,Tar-Pamlico,101,56710,57256,50116,-546,7140,64367.04804,35.612661,-77.3663538
643,302020109,Middle Creek,Neuse,132,124054,93410,50808,30644,42602,84361.03992,33.3296012,-86.9975662
644,302010401,Chocowinity Bay-Pamlico River,Tar-Pamlico,237,24526,25309,23907,-783,1402,151838.6409,35.497862,-77.030539
645,302020103,Eno River,Neuse,155,75970,66180,53591,9790,12589,99111.47035,36.0876172,-78.996519
646,302010306,Tar River,Tar-Pamlico,194,40085,42573,32690,-2488,9883,124410.876,35.7567658,-77.4351508
647,302010404,Headwaters Pungo River,Tar-Pamlico,139,888,1105,1098,-217,7,88863.57976,35.5061703,-76.560295
648,302020108,Crabtree Creek,Neuse,145,337990,285621,223740,52369,61881,92973.03717,35.8107098,-78.6794572
649,302020110,Swift Creek,Neuse,156,158668,133002,105681,25666,27321,99541.31504,-37.2631851,147.7216178
650,302020304,Wiggins Mill Reservoir-Contentnea Creek,Neuse,128,42025,42608,38447,-583,4161,82119.52453,35.6890109,-77.9479762
651,302020113,Mill Creek,Neuse,190,18279,17148,15181,1131,1967,121316.2818,34.0780572,-83.8781908
652,302020401,Upper Trent River,Neuse,175,5648,5598,5374,50,224,111734.2967,35.0532419,-77.389313
653,302020404,Upper Broad Creek-Neuse River,Neuse,96,25756,27277,24273,-1521,3004,61375.51728,35.1312747,-76.5038153
654,302020114,Falling Creek,Neuse,118,11000,12119,11137,-1119,982,75284.73122,35.2621075,-77.6905291
655,302020111,Walnut Creek-Neuse River,Neuse,192,218571,181250,135148,37321,46102,122706.5352,37.9100783,-122.0651819
656,302020406,Town of Oriental-Neuse River,Neuse,165,6548,6695,6208,-147,487,105795.6743,35.1312747,-76.5038153
657,302020117,Moccasin Creek-Neuse River,Neuse,174,35362,35950,32634,-588,3316,111498.0912,35.1312747,-76.5038153
658,302020407,Neuse River,Neuse,182,1089,1049,934,40,115,116186.1988,35.1312747,-76.5038153
659,302020302,Black Creek,Neuse,102,10003,10743,9629,-740,1114,65262.93801,44.4774856,-88.4506568
660,302020115,Upper Little River,Neuse,190,48142,40302,31204,7840,9098,121403.412,34.8002309,-78.4824501
661,302020305,Nahunta Swamp,Neuse,99,12803,12807,9736,-4,3071,63059.23586,35.4957624,-77.9194236
662,302020403,Lower Trent River,Neuse,167,30894,27829,21735,3065,6094,106627.6122,35.0532419,-77.389313
663,302020405,Cherry Point-Neuse River,Neuse,180,25908,29661,29429,-3753,232,115261.1719,35.1312747,-76.5038153
664,302020307,Contentnea Creek,Neuse,213,20481,21265,18040,-784,3225,136425.0281,35.5195485,-77.6704405
665,302020301,Buckhorn Reservoir,Neuse,158,26217,22591,18694,3626,3897,101403.1328,35.7117429,-78.1535928
666,302020306,Little Contentnea Creek,Neuse,182,16808,18030,17092,-1222,938,116484.304,35.4268294,-77.4782995
667,302020112,Black Creek,Neuse,102,32732,24435,15859,8297,8576,65028.04303,44.4774856,-88.4506568
668,302020303,Toisnot Swamp,Neuse,126,26273,27123,24593,-850,2530,80730.6462,35.7219731,-77.9623078
669,302020402,Middle Trent River,Neuse,200,4949,5306,5415,-357,-109,128040.6048,35.0532419,-77.389313
670,302020408,Jones Bay-Bay River,Neuse,192,4648,5347,5466,-699,-119,122933.3528,35.2175708,-76.5199195
671,302020116,Lower Little River,Neuse,126,27059,26379,23248,680,3131,80397.33332,33.2114773,-83.3886668
672,303000205,Cane Creek-Haw River,Cape Fear,270,37502,31354,25727,6148,5627,173021.9883,35.6255669,-79.0588553
673,302030202,New River,White Oak,255,78920,75413,71046,3507,4367,163099.7454,37.3494322,-80.930663
674,301010209,Butcher Creek-John H Kerr Reservoir,Roanoke,67,2874,3138,2795,-264,343,42851.00189,36.5674164,-78.4749412
675,302030102,Outlet White Oak River,White Oak,131,11636,9768,7028,1868,2740,83834.53289,34.8814492,-77.2201721
676,303000207,Roberson Creek-Haw River,Cape Fear,137,22714,14921,11627,7793,3294,87960.25699,35.6255669,-79.0588553
677,303000203,Big Alamance Creek,Cape Fear,262,114696,98396,78740,16300,19656,167835.6933,36.0283516,-79.4309761
678,302030201,Headwaters New River,White Oak,161,72726,62515,48857,10211,13658,103099.3466,34.7540836,-77.4693666
679,302030101,Headwaters White Oak River,White Oak,142,3649,4034,3536,-385,498,91156.54173,34.8814492,-77.2201721
680,301010210,Nutbush Creek-John H Kerr Reservoir,Roanoke,114,13650,14363,13589,-713,774,72665.00886,36.3603731,-78.409816
681,302020409,Neuse River-Pamlico Sound,Neuse,227,150,178,174,-28,4,145270.3115,35.1312747,-76.5038153
682,302030103,Bogue Banks-Bogue Sound,White Oak,105,29100,24947,20097,4153,4850,67120.89551,34.6946061,-76.8146587
683,302030106,Oyster Creek-Jarrett Bay,White Oak,84,1474,1864,1820,-390,44,53458.00544,35.1182265,-75.9754538
684,303000206,B Everett Jordan Lake-New Hope River,Cape Fear,343,378573,294198,221726,84375,72472,219557.4019,35.6576505,-79.0705702
685,303000201,Reedy Fork,Cape Fear,255,316375,289406,255353,26969,34053,163353.6372,36.1848253,-79.6965359
686,302030107,Bogue Banks-Shackleford Banks,White Oak,78,14242,14493,14971,-251,-478,50218.62781,34.6808138,-76.632607
687,302030205,Masonboro Inlet-Mason Inlet,White Oak,64,85075,75335,60522,9740,14813,40684.49509,34.1825403,-77.7995573
688,302030204,Topsail Beach,White Oak,64,29056,21123,13264,7933,7859,40693.99851,34.3651685,-77.6305293
689,303000202,Headwaters Haw River,Cape Fear,189,41475,38312,31506,3163,6806,120730.683,36.094939,-79.3569372
690,303000204,Back Creek-Haw River,Cape Fear,251,88399,78736,69725,9663,9011,160394.8528,36.094939,-79.3569372
691,302030203,New River Inlet,White Oak,81,20810,12119,8940,8691,3179,51976.96594,34.5290127,-77.3360319
692,302030104,Newport River,White Oak,149,27946,28089,24122,-143,3967,95158.66605,34.7719043,-76.8446894
693,301010208,Grassy Creek-John H Kerr Reservoir,Roanoke,118,4569,4944,4418,-375,526,75293.78578,36.5674164,-78.4749412
694,302030105,North River,White Oak,68,6543,6528,5936,15,592,43838.06912,43.1539855,-123.3787881
695,505000102,South Fork New River,New,328,51095,48193,40810,2902,7383,210142.8158,36.3699301,-81.5045461
696,301010309,Cascade Creek-Dan River,Roanoke,131,18938,19598,19913,-660,-315,83789.07218,36.5049877,-79.5554428
697,301010302,Town Fork Creek,Roanoke,135,20916,21938,21282,-1022,656,86510.29168,39.0295599,-94.5469705
698,301010301,Little Dan River-Dan River,Roanoke,164,7312,7846,7648,-534,198,105101.9811,36.6121538,-80.3904796
699,301010305,Matrimony Creek-Dan River,Roanoke,178,25131,25557,25526,-426,31,114048.9612,36.5049877,-79.5554428
700,601020401,Cheoah River,Little Tennessee,215,6584,7333,6666,-749,667,137707.4495,35.4481407,-83.9396253
701,505000103,Fox Creek-New River,New,23,737,680,632,57,48,14586.57034,34.7540836,-77.4693666
702,505000104,Little River-New River,New,152,8782,9187,8755,-405,432,97225.43479,34.7540836,-77.4693666
703,301010304,Mayo River,Roanoke,74,7364,7887,7805,-523,82,47234.0302,36.4614396,-79.9640274
704,505000101,North Fork New River,New,249,11342,12290,11408,-948,882,159397.8349,36.4434323,-81.5264968
705,301010303,Belews Lake-Dan River,Roanoke,222,34544,34418,32036,126,2382,141805.6725,36.308756,-80.0339312
706,505000106,Chestnut Creek-New River,New,2,99,93,106,6,-13,1366.477263,34.7573853,-77.409685
707,601020403,Tellico River,Little Tennessee,11,22,12,157,10,-145,6917.204649,35.6036896,-84.2126931
708,301010308,Lower Smith River,Roanoke,11,7222,7663,7469,-441,194,6780.452559,43.7762572,-123.9101717
709,601020404,Upper Tellico Lake,Little Tennessee,48,58,72,120,-14,-48,30980.9398,35.7595731,-79.0192997
