X,Y,Date_Orig,Date_Issue,Date_Expir,FID,Permit_ID,NCS_Number,Firm_Name,Contact_FN,Contact_LN,Phone,Address,City,State,Zip,County,Owns,Domestic_S,Grease,Portable_T,Other_Wast,Capacity,Other_Wa_1,Capacity_D,Latitude,Longitude
-9039291.821,4219071.166,2012/06/28 00:00:00+00,2013/06/25 00:00:00+00,2018/06/25 00:00:00+00,74,SDTF-36-12,NCS-00883,Boswell & Son Septic Tank Service Inc.,Robert,Ray,(704) 748-9595,1158 Miles Road,Dallas,NC,28034,Gaston,Y,Y,Y,N,Y,"15,000.00",0,0,35.41,-81.20
-9020876.237,4185730.24,2012/09/26 00:00:00+00,2014/02/27 00:00:00+00,2019/02/27 00:00:00+00,75,SDTF-36-13,NCS-01236,Jenkins Waste Management Inc,John,Maxwell,(704) 957-0509,220 Commodore Court,Belmont,NC,28012,Gaston,Y,Y,N,N,N,"1,000.00",1,0,35.16,-81.04
-9308287.578,4219510.948,2005/08/04 00:00:00+00,2012/07/17 00:00:00+00,2017/07/17 00:00:00+00,76,SDTF-38-01,NCS-01165,Wesson Septic Tank Service Inc,David,Crisp,(828) 479-2388,P.O. Box 945,Bryson City,NC,28713,Graham,Y,N,N,Y,N,"1,000.00",1,0,35.41,-83.62
-9309555.507,4218714.71,2005/08/04 00:00:00+00,2012/07/17 00:00:00+00,2017/07/17 00:00:00+00,77,SDTF-38-02,NCS-01165,Leonard McSwain Septic Tank,David,Prince,(828) 479-3704,237 Prince Boat Dock Road,Almond,NC,28702,Graham,Y,N,N,Y,N,"1,000.00",1,0,35.40,-83.63
-9328045.674,4224058.67,2008/07/02 00:00:00+00,2014/07/02 00:00:00+00,2019/07/02 00:00:00+00,78,SDTF-38-04,NCS-01129,Rhea's Septic Tank,Jeannie,Stewart,(828) 498-2211,Hwy 28  P.O. Box 68,Fontana Dam,NC,28733,Graham,N,N,N,Y,N,"1,200.00",0,0,35.44,-83.80
-8754852.71,4314445.066,2011/04/26 00:00:00+00,2015/06/04 00:00:00+00,2020/06/04 00:00:00+00,79,SDTF-39-02,NCS-01016,Robersonville Ice & Coal Inc.,Mechelle,Dickerson,(919) 528-4422,2622 Chloe Lane,Creedmoor,NC,27522,Granville,Y,Y,N,Y,N,"1,000.00",1,0,36.10,-78.65
-8881635.592,4306527.329,1996/03/25 00:00:00+00,2014/02/27 00:00:00+00,2018/08/31 00:00:00+00,80,SDTF-41-01, ,East Coast Resources,Robert,Vogler,(336) 333-3034,PO Box 3588,Winchester,VA,22604,Guilford,Y,N,Y,N,N,"21,000.00",21,0,36.04,-79.79
-8876041.787,4323740.541,2002/03/19 00:00:00+00,2013/06/07 00:00:00+00,2018/06/07 00:00:00+00,81,SDTF-41-03,NCS-00790,Bogue Sound Septic & Grading Inc,Jim,Hollingsworth,(800)881-1098,6106 Corporate Park Drive,Browns Summit,NC,27214,Guilford,Y,Y,Y,N,Y,"4,825.00",0,0,36.17,-79.73
-8871203.842,4312845.627,2004/12/08 00:00:00+00,2013/09/27 00:00:00+00,2018/08/31 00:00:00+00,82,SDTF-41-04,NCS-00895,Don Locklear Septic Tank Cleaning,Ronnie,Overbey,(336) 697-8169,4712 Old Burlington Road,Greensboro,NC,27405,Guilford,Y,Y,Y,N,N,0,0,0,36.09,-79.69
-8881016.655,4306428.205,2006/10/27 00:00:00+00,2015/12/16 00:00:00+00,2018/08/31 00:00:00+00,83,SDTF-41-05,NCS-00790,Harris Septic Tank Service,Jim,Hollingsworth,(336) 375-1989,519 Patton Avenue,Greensboro,NC,27406,Guilford,N,Y,Y,N,Y,"48,000.00",0,0,36.04,-79.78
-8877267.415,4317650.165,2007/06/01 00:00:00+00,2014/02/27 00:00:00+00,2018/08/31 00:00:00+00,84,SDTF-41-06,NCS-00016,Ace Portable Restrooms Inc.,Joe,Weekly,(866) 736-8564,2316 Joe Brown Road,Greensboro,NC,27405,Guilford,Y,N,N,Y,N,"1,450.00",0,0,36.12,-79.75
-8874203.902,4329282.484,2007/07/11 00:00:00+00,2013/07/25 00:00:00+00,2018/07/09 00:00:00+00,85,SDTF-41-07,NCS-00525,Atlantic All Pro Septic Tank Service Inc.,Richard,Jenkins,(336) 656-4505,3801 Autumn Forest Drive,Browns Summit,NC,27214,Guilford,Y,Y,Y,N,N,"36,900.00",0,0,36.21,-79.72
-8869891.385,4300511.294,2013/08/02 00:00:00+00,2014/08/28 00:00:00+00,2019/08/28 00:00:00+00,86,SDTF-41-09,NCS-01090,Atlantic All Pro Septic Tank Service Inc.,William,Young,(336) 669-7338,2544 Alamance Church Road,Greensboro,NC,27406,Guilford,Y,Y,Y,Y,N,"8,500.00",0,0,36.00,-79.68
-8869164.469,4312550.838,1996/08/27 00:00:00+00,2017/04/26 00:00:00+00,2022/04/26 00:00:00+00,87,SDTF-41-20,NCS-00410,PVI Enterprises,Ronnie,Overbey,(336) 697-8169,5301 Burlington Rd,McLeansville,NC,27301,Guilford,Y,Y,Y,N,N,"30,000.00",30,0,36.09,-79.67
-8648721.821,4356851.038,1996/05/28 00:00:00+00,2017/10/05 00:00:00+00,2020/12/01 00:00:00+00,88,SDTF-42-04,NCS-00336,Billy Heath Septic Tank Service,AM,Powell,(252) 537-2450,PO Box 395,Roanoke Rapids,NC,27870,Halifax,N,Y,N,N,N,"24,000.00",24,0,36.41,-77.69
-8653930.46,4355452.746,1996/02/26 00:00:00+00,2012/02/15 00:00:00+00,2017/02/21 00:00:00+00,89,SDTF-42-05,NCS-00334,E-Z Flow Septic Tanks,James H,Pearce,(252) 537-2410,5795 Highway 903,Roanoke Rapids,NC,27870,Halifax,Y,Y,Y,N,N,"6,500.00",0,0,36.40,-77.74
-8778342.236,4206996.31,1996/02/22 00:00:00+00,2017/05/04 00:00:00+00,2022/05/04 00:00:00+00,90,SDTF-43-03,NCS-00387,Shamrock Environmental Corporation,Gerald R,Temple,(910) 893-4953,1636 Temple Road,Bunnlevel,NC,28323,Harnett,Y,Y,N,N,N,"5,000.00",5,0,35.32,-78.86
-8762169.741,4223550.391,1997/11/21 00:00:00+00,2018/03/08 00:00:00+00,2023/03/08 00:00:00+00,91,SDTF-43-04,NCS-00086,Shamrock Environmental Corporation,William,Hardee Jr,(910) 639-2060,1061 White Memorial Ch Rd,Willow Springs,NC,27592,Harnett,Y,Y,N,N,N,"100,000.00",0,0,35.44,-78.71
-8751407.372,4222177.333,2018/08/03 00:00:00+00,2017/08/03 00:00:00+00,2018/08/03 00:00:00+00,92,SDTF-43-07,NCS-01387,Marshall Cummings Septic Tank Service,Wendy,Willis,(919) 207-4030,2858 Bailey Road,Coats,NC,27521,Harnett,Y,Y,N,N,Y,"5,000.00",0,0,35.43,-78.62
-9184722.943,4217872.098,1996/05/28 00:00:00+00,2014/02/27 00:00:00+00,2019/02/27 00:00:00+00,93,SDTF-45-01,NCS-00340,Dennis Hoyle Services Septic Tank Pumping & Porta-Jon Rentals,Troy L,Alverson Jr,(828) 684-6131,11 Cureton Place,Hendersonville,NC,28791,Henderson,Y,Y,N,N,N,"3,000.00",3,0,35.40,-82.51
-9184454.663,4199495.428,2016/06/14 00:00:00+00,2017/09/22 00:00:00+00,2022/09/22 00:00:00+00,94,SDTF-45-02,NCS-01312,Roy Heath Septic Tank Service,Greg,Trollinger,(828)329-3666,P.O. Box 160,Hendersonville,NC,28793,Henderson,Y,Y,N,N,N,"4,000.00",4,0,35.26,-82.51
-8824695.672,4154214.984,2003/02/14 00:00:00+00,2014/08/28 00:00:00+00,2019/01/01 00:00:00+00,95,SDTF-47-02,NCS-00421,Parks Portable Toilets Inc,James,Locklear,(910) 875-4748,2517 North Duffie Road,Red Springs,NC,28377,Hoke,N,Y,Y,Y,N,"7,500.00",0,0,34.93,-79.27
-8999440.556,4298150.385,1996/02/22 00:00:00+00,2017/06/30 00:00:00+00,2022/03/01 00:00:00+00,96,SDTF-49-02,NCS-00147,Hunter's Roost Farms Septic Service,Keith V,Lentz,(704) 876-1834,418 Lentz Rd,Statesville,NC,28677,Iredell,Y,Y,Y,N,N,"90,000.00",90,0,35.98,-80.84
-9005198,4254834.268,2002/10/14 00:00:00+00,2013/06/25 00:00:00+00,2018/06/25 00:00:00+00,97,SDTF-49-04,NCS-00935,A-1 Septic Tank Cleaning,David,Helms,(704) 528-3328,1152 Perth Road,Troutman,NC,28166,Iredell,Y,N,N,Y,N,500,0,0,35.67,-80.90
-9004828.419,4234614.885,2013/09/27 00:00:00+00,2014/12/31 00:00:00+00,2019/12/31 00:00:00+00,98,SDTF-49-06,NCS-01270,Dennis Willis Septic Service,Zeb,Moser,(704) 892-3478,827 Langtree Road,Mooresville,NC,28117,Iredell,N,Y,N,N,N,300,0,0,35.52,-80.89
-8752666.425,4233331.044,2010/01/21 00:00:00+00,2016/01/16 00:00:00+00,2021/01/11 00:00:00+00,99,SDTF-51-03,NCS-00304,Valley Proteins Inc. (Wadesboro NC),Brian,Dixon,(919) 427-1623,448 Wiggins Road,Angier,NC,27501,Johnston,N,Y,N,Y,N,"5,500.00",0,0,35.51,-78.63
-8726185.715,4244228.472,2016/01/16 00:00:00+00,2017/02/22 00:00:00+00,2020/01/01 00:00:00+00,100,SDTF-51-05,NCS-01183,Valley Proteins Inc. (Fayetteville NC),Tom,Balaker,(910)324-1420,134 Uzzle Industrial Drive,Clayton,NC,27520,Johnston,N,N,N,Y,N,"10,000.00",10,0,35.59,-78.39
-8641035.21,4193506.563,1996/05/28 00:00:00+00,2015/12/30 00:00:00+00,2020/12/30 00:00:00+00,101,SDTF-54-01,NCS-00388,Valley Proteins Inc. (Gastonia NC),Carey Allen,Dudley,(252) 523-9634,2852 Hwy 252 South,Kinston,NC,28504,Lenoir,Y,Y,N,N,N,"18,000.00",18,0,35.22,-77.62
-8645943.287,4193122.318,2015/01/12 00:00:00+00,2017/03/13 00:00:00+00,2022/02/24 00:00:00+00,102,SDTF-54-02,NCS-00739,Travel Resorts of NC LLC,Billy,Heath,(252) 747-1900,3431 Hwy 55 W,Kinston,NC,28504,Lenoir,Y,Y,N,Y,N,"4,000.00",4,0,35.21,-77.67
-9064053.728,4236797.932,2004/04/06 00:00:00+00,2014/03/18 00:00:00+00,2019/03/18 00:00:00+00,103,SDTF-55-01,NCS-00805,Ray's,Dennis,Hoyle,(704) 276-2080,P.O. Box 84,Vale,NC,28168,Lincoln,N,Y,N,Y,N,"34,000.00",34,0,35.53,-81.42
-9060718.596,4221382.268,2014/03/18 00:00:00+00,2015/04/16 00:00:00+00,2020/04/16 00:00:00+00,104,SDTF-55-03,NCS-01249,Triad Industrial Services Inc.,Richard,Black,(704) 435-0938,3458 Zion Hill Road,Cherryville,NC,28021,Lincoln,Y,Y,N,N,N,"8,000.00",8,0,35.42,-81.39
-9064943.171,4223024.373,2018/04/04 00:00:00+00,2018/04/04 00:00:00+00,2019/04/04 00:00:00+00,105,SDTF-55-04,NCS-01083,Craven Ag Services Inc,Jonathan,Watts,(704) 913-7685,3661 Eaker Road,Cherryville,NC,28021,Lincoln,Y,Y,N,N,N,"14,000.00",14,0,35.43,-81.43
-9015874.652,4234967.754,1996/08/27 00:00:00+00,2015/12/16 00:00:00+00,2020/12/16 00:00:00+00,106,SDTF-55-20,NCS-00016,Albemarle Septic Service,Gary G,Dellinger,(704) 483-5641,8151 Webbs Rd,Denver,NC,28037,Lincoln,Y,N,Y,Y,N,"108,000.00",0,0,35.52,-80.99
-9124123.952,4266258.228,2010/07/29 00:00:00+00,2016/09/09 00:00:00+00,2021/09/09 00:00:00+00,107,SDTF-56-02,NCS-01164,M & K Septic Tank Pumping,Van,Boyd,(828) 652-3575,608 Marina Drive,Nebo,NC,28761,McDowell,Y,N,N,Y,N,"1,000.00",1,0,35.75,-81.96
-9126571.867,4263816.969,2011/03/02 00:00:00+00,2017/09/22 00:00:00+00,2022/09/22 00:00:00+00,108,SDTF-56-03,NCS-01201,River's Edge Marina,Mark,Mercier,(828) 652-2907,4510 Lake James Rd,Marion,NC,28752,McDowell,Y,N,N,Y,N,"2,000.00",2,0,35.73,-81.99
-9283379.842,4184590.608,1996/03/08 00:00:00+00,2015/06/04 00:00:00+00,2020/06/04 00:00:00+00,109,SDTF-57-01,NCS-00220,Regan Hudson Farm,Nelson,Bates,(828) 524-6483,1687 Georgia Highway,Franklin,NC,28734,Macon,Y,Y,Y,Y,N,"78,700.00",0,0,35.15,-83.39
-9283577.99,4185486.51,2013/05/08 00:00:00+00,2014/06/26 00:00:00+00,2019/06/26 00:00:00+00,110,SDTF-57-02,NCS-00221,Radio Island Yacht & Boating Club,Tim,Bates,(828) 524-2100,25 Summer Hill Drive,Franklin,NC,28734,Macon,Y,Y,N,Y,N,"4,000.00",4,0,35.16,-83.40
-9282818.791,4181863.863,2017/03/09 00:00:00+00,2017/03/09 00:00:00+00,2018/03/09 00:00:00+00,111,SDTF-57-03,NCS-01194,Environmental Relief Technology Inc,Greg,Raby,(828) 342-5700,252 Fox Ridge Circle,Franklin,NC,28734,Macon,Y,Y,N,Y,N,"10,500.00",0,0,35.13,-83.39
-8582199.52,4271776.388,1996/02/22 00:00:00+00,2016/10/07 00:00:00+00,2021/10/07 00:00:00+00,112,SDTF-59-02,NCS-00107,Morningstar Marina/ Lake Norman North LLC,Russ,Ayers,(252) 792-5978,1150 Eli Bowen Rd.,Williamston,NC,27892,Martin,Y,Y,Y,Y,Y,"136,000.00",0,0,35.79,-77.10
-8605323.918,4279983.33,1996/02/22 00:00:00+00,2014/07/30 00:00:00+00,2019/07/30 00:00:00+00,113,SDTF-59-03,NCS-00611,64 Portables Inc.,C Morton,Hurst,(252) 795-4782,PO Box 106,Robersonville,NC,27871,Martin,Y,Y,Y,Y,N,"24,000.00",24,0,35.85,-77.30
-8583098.981,4280073.974,2005/11/28 00:00:00+00,2016/08/05 00:00:00+00,2021/08/05 00:00:00+00,114,SDTF-59-05,NCS-00107,D & D Organic Farming LLC (DBA Royal Thrones Lavatories),Russ,Ayers,(252) 792-5978,1150 Eli Bowen Rd,Williamston,NC,27892,Martin,N,Y,Y,Y,Y,"82,000.00",0,0,35.85,-77.10
-8581203.21,4271615.825,2007/05/17 00:00:00+00,2014/07/30 00:00:00+00,2018/07/15 00:00:00+00,115,SDTF-59-06,NCS-01058,Bear Paw Marina dba Mountain View Marina,Brent,Roberson,(252) 792-4155,PO Box 1596,Williamston,NC,27892,Martin,N,Y,Y,Y,Y,"26,000.00",0,0,35.79,-77.09
-8995771.466,4198782.428,2010/07/29 00:00:00+00,2014/01/23 00:00:00+00,2018/08/31 00:00:00+00,116,SDTF-60-07,NCS-01094,Mountain Creek Marina,Dayton & Ronnie,Oaks,(704) 332-0911,P.O. Box 19491,Charlotte,NC,28219,Mecklenburg,Y,Y,Y,Y,Y,"63,000.00",0,0,35.26,-80.81
-9003813.186,4201550.163,2016/09/30 00:00:00+00,2018/04/04 00:00:00+00,2021/09/30 00:00:00+00,117,SDTF-60-09,NCS-01331,Teach's Lair Development Co. LLC,Hanlon,Joshua,(707) 393-8181,4826 Worth Place,Charlotte,NC,28216,Mecklenburg,Y,N,Y,N,N,"91,500.00",0,0,35.28,-80.88
-8676617.372,4050836.463,1996/03/08 00:00:00+00,2013/06/11 00:00:00+00,2018/06/11 00:00:00+00,118,SDTF-65-01,NCS-00121,Ben Harrelson DBA Rudolph Inman Septic Tank Service,Donovan,Dukes,(910) 798-1238,3920 River Rd,Wilmington,NC,28412,New Hanover,Y,Y,Y,Y,N,"119,000.00",0,0,34.16,-77.94
-8675008.806,4064751.953,2010/02/10 00:00:00+00,2015/01/12 00:00:00+00,2019/01/12 00:00:00+00,119,SDTF-65-03,NCS-01153,Ellis Tew & Charles Barber Septic Tank Cleaning,Anthony A.,Loreti,(910) 352-7249,PO Box 2151,Carolina Beach,NC,28428,New Hanover,N,Y,Y,N,N,"24,000.00",24,0,34.27,-77.93
-8673278.901,4067440.903,2012/08/13 00:00:00+00,2014/09/23 00:00:00+00,2019/09/23 00:00:00+00,120,SDTF-65-04,NCS-01221,Braxton Septic Tank Service,David,Inman,(910) 763-1146,2631 Blue Clay Rd.,Wilmington,NC,28405,New Hanover,N,Y,Y,N,N,"8,000.00",8,0,34.29,-77.91
-8629927.751,4133963.079,1997/06/25 00:00:00+00,2017/08/30 00:00:00+00,2022/08/30 00:00:00+00,121,SDTF-67-01,NCS-00121,Seascape at Holden Plantation Marina,Greer,David,(910) 455-6805,3920 River Rd,Wilmington,NC,28412,Onslow,Y,Y,Y,Y,Y,500,0,0,34.78,-77.52
-8596127.814,4139267.7,1997/07/11 00:00:00+00,2012/10/12 00:00:00+00,2017/10/12 00:00:00+00,122,SDTF-67-05,NCS-00727,Sea Gate Association Inc.,Linda,Melville,(910) 743-2266,2032 Belgrade Swansboro Rd,Mayesville,NC,28555,Onslow,N,Y,Y,Y,N,"9,000.00",9,0,34.82,-77.22
-8630218.295,4141398.119,2004/04/19 00:00:00+00,2016/02/11 00:00:00+00,2021/02/11 00:00:00+00,123,SDTF-67-10,NCS-01182,J & B Septic Service Portable Toilets,Tom,Balaker,(910) 347-2424,5680 Richlands Hwy,Jacksonville,NC,28540,Onslow,Y,Y,Y,Y,N,"59,000.00",59,0,34.83,-77.53
-8635137.504,4144454.103,2001/05/16 00:00:00+00,2014/06/19 00:00:00+00,2019/06/09 00:00:00+00,124,SDTF-67-11,NCS-00038,Dobson Septic Tank Pumping Service,Ray A,Zamora Sr,(910) 347-7867,1142 Gould Road,Jacksonville,NC,28540,Onslow,Y,Y,Y,N,N,"60,000.00",60,0,34.86,-77.57
-8618381.694,4103467.936,2003/08/18 00:00:00+00,2018/05/02 00:00:00+00,2023/05/02 00:00:00+00,125,SDTF-67-12,NCS-00022,Dobson Septic Tank Pumping Service,Jody,Thompson,(910) 327-2556,PO Box 1005,Sneads Ferry,NC,28460,Onslow,N,Y,Y,Y,Y,"41,700.00",0,0,34.55,-77.42
-8596203.512,4139464.316,2005/07/12 00:00:00+00,2012/10/12 00:00:00+00,2017/10/12 00:00:00+00,126,SDTF-67-14,NCS-00727,B-Line Portable Restrooms Rentals Inc.,Linda,Melville,(910) 743-2266,2032 Belgrade Swansboro Rd,Maysville,NC,28555,Onslow,N,Y,Y,Y,N,"28,400.00",0,0,34.82,-77.22
-8639004.743,4149854.647,2012/10/17 00:00:00+00,2014/03/28 00:00:00+00,2019/03/28 00:00:00+00,127,SDTF-67-16,NCS-01232,Roberson Septic LLC,Pittman II,Ronald,(910) 330-2784,1003 Gregory Fork Rd.,Richlands,NC,28574,Onslow,N,Y,Y,Y,N,"16,500.00",0,0,34.90,-77.61
-8630686.95,4139477.876,2017/07/07 00:00:00+00,2017/07/07 00:00:00+00,2018/07/07 00:00:00+00,128,SDTF-67-17,NCS-01401,Hall Septic Tank Service,Joshua,Rochelle,(910) 324-7655,1716 Catherine Lake Road,Jacksonville,NC,28540,Onslow,N,Y,N,N,N,"22,000.00",22,0,34.82,-77.53
-8527728.667,4177050.474,2013/06/25 00:00:00+00,2015/03/20 00:00:00+00,2020/03/20 00:00:00+00,129,SDTF-69-03,NCS-01262,Tarboro Septic Tank NC LLC,Scott,Dickinson,(252) 249-2025,1242 Paradise Shores Rd.,Merritt,NC,28556,Pamlico,N,N,N,Y,N,"1,200.00",0,0,35.10,-76.61
-8488684.468,4350259.496,1996/05/25 00:00:00+00,2016/03/10 00:00:00+00,2021/03/10 00:00:00+00,130,SDTF-70-01,NCS-00106,Eagletrace Home Owner's Association,Edward D,Brinson,(252) 335-7774,1731 N Road Street,Elizabeth City,NC,27909,Pasquotank,N,Y,Y,Y,N,"10,000.00",10,0,36.36,-76.26
-8482483.354,4336494.548,2007/05/01 00:00:00+00,2013/06/03 00:00:00+00,2018/04/01 00:00:00+00,131,SDTF-70-02,NCS-00210,1st Choice Septic,Paul,Hoffman,(252) 339-4900,110 Enterprise Dr,Elizabeth City,NC,27909,Pasquotank,Y,Y,Y,Y,N,"12,000.00",12,0,36.26,-76.20
-8688895.912,4242817.24,2011/12/22 00:00:00+00,2014/03/05 00:00:00+00,2019/03/03 00:00:00+00,132,SDTF-71-08,NCS-01222,A & B Portable Toilets Inc.,Wesley,Wooten,(910 283-9823,8155 Malpass Corner Rd.,Currie,NC,28435,Pender,N,Y,Y,Y,N,"24,000.00",24,0,35.58,-78.05
-8791516.898,4356069.577,2010/01/29 00:00:00+00,2016/03/31 00:00:00+00,2021/03/31 00:00:00+00,133,SDTF-73-01,NCS-01163,L&L Environmental Services LLC,Kippy,Blanks,(336) 597-2005,P.O. Box 1037,Roxboro,NC,27573,Person,N,N,N,Y,N,"1,500.00",0,0,36.40,-78.98
-8624459.738,4269702.978,1996/09/18 00:00:00+00,2011/05/12 00:00:00+00,2015/05/12 00:00:00+00,134,SDTF-74-03,NCS-00185,L&L Environmental Services LLC,Bobby L,Thomas,(252) 758-1445,PO Box 1643,Greenville,NC,27835,Pitt,N,Y,Y,N,N,"20,000.00",20,0,35.77,-77.47
-8632219.82,4240175.945,1998/01/09 00:00:00+00,2017/02/16 00:00:00+00,2022/02/16 00:00:00+00,135,SDTF-74-06,NCS-00246,The Drainage Solution Company LLC,Curtis L,Matthews Jr.,(252) 714-7890,PO Box 233,Farmville,NC,27828,Pitt,Y,Y,N,N,N,"20,000.00",20,0,35.56,-77.54
-8611657.997,4215481.18,2001/08/07 00:00:00+00,2014/10/24 00:00:00+00,2017/12/12 00:00:00+00,136,SDTF-74-13,NCS-00314,David Brantley & Sons Inc.,Al,Cannon,(252) 524-4282,PO Box 65,Grifton,NC,28530,Pitt,Y,Y,Y,Y,Y,"36,000.00",0,0,35.38,-77.36
-8618160.168,4252405.149,2001/12/19 00:00:00+00,2014/09/23 00:00:00+00,2019/09/23 00:00:00+00,137,SDTF-74-14,NCS-00261,David Brantley & Sons Inc.,Chester,Rogers,(252) 758-5164,309 Family Lane,Greenville,NC,27834,Pitt,N,Y,Y,N,N,"6,000.00",6,0,35.65,-77.42
-8614986.449,4253003.816,2004/05/26 00:00:00+00,2016/08/31 00:00:00+00,2021/08/31 00:00:00+00,138,SDTF-74-16,NCS-00250,Fontana Village Resort,Jim & Gaye,Stallings,(252) 830-1016,4000 Bach Circle,Greenville,NC,27858,Pitt,Y,Y,Y,Y,Y,"6,000.00",0,0,35.65,-77.39
-8624456.399,4269638.49,2011/10/05 00:00:00+00,2013/05/13 00:00:00+00,2015/04/13 00:00:00+00,139,SDTF-74-18,NCS-01354,B & M Septic Tank Inc.,Jamey,Way,(252) 823-3600,211 Barrington Dr.,Tarboro,NC,27886,Pitt,N,Y,Y,N,N,"28,000.00",28,0,35.77,-77.47
-8857932.333,4249767.021,2004/06/04 00:00:00+00,2016/03/31 00:00:00+00,2021/03/31 00:00:00+00,140,SDTF-76-05,NCS-00319,Sparks Environmental Services Inc.,Randy,Cheek,(336) 879-3764,7748 Lanes Mill Road,Bennett,NC,27208,Randolph,Y,Y,Y,Y,N,"43,000.00",43,0,35.63,-79.57
-8895846.638,4288890.562,2013/06/07 00:00:00+00,2018/04/04 00:00:00+00,2023/04/04 00:00:00+00,141,SDTF-76-06,NCS-01253,Atlantic Sewage Control,Charles,Driggers,(336) 434-6202,7096 Beane Road,Archdale,NC,27263,Randolph,Y,Y,N,N,N,"2,500.00",0,0,35.91,-79.91
-8863216.669,4182970.543,2008/04/04 00:00:00+00,2014/05/15 00:00:00+00,2019/05/15 00:00:00+00,142,SDTF-77-05,NCS-00880,Atlantic Sewage Control,John,Campbell,(910) 652-5559,1059 Sycamore Lane,Jackson Springs,NC,27281,Richmond,Y,Y,N,N,N,"2,400.00",0,0,35.14,-79.62
-8796033.13,4132042.757,1999/08/19 00:00:00+00,2014/06/26 00:00:00+00,2019/05/29 00:00:00+00,143,SDTF-78-18,NCS-00794,Atlantic Sewage Control,Marshall,Cummings,(910) 737-6310,1234 W McDuffie Cr Rd,St Pauls,NC,28384,Robeson,N,Y,Y,N,Y,"6,000.00",0,0,34.77,-79.02
-8776007.866,4121222.207,2005/01/03 00:00:00+00,2016/03/31 00:00:00+00,2021/03/31 00:00:00+00,144,SDTF-78-19,NCS-00691,ECLP Co.,Rachel,Locklear,(910) 671-0563,2161 Evergreen Church Road,Pembroke,NC,28372,Robeson,Y,Y,Y,Y,N,"20,000.00",20,0,34.69,-78.84
-8778301.048,4120468.178,2016/10/28 00:00:00+00,2017/12/20 00:00:00+00,2022/12/20 00:00:00+00,145,SDTF-78-21,NCS-01307,Premium Tanks & Stone,Jimmie,Carter,(910) 816-4805,2337 Smith Mill Road,Lumberton,NC,28358,Robeson,N,Y,N,N,N,"25,000.00",25,0,34.68,-78.86
-8798443.197,4124046.542,2017/07/14 00:00:00+00,2017/07/14 00:00:00+00,2018/07/14 00:00:00+00,146,SDTF-78-22,NCS-01376,Black Bear Development,Cody,Hunt,(910) 738-5311,P.O. Box 390,Lumberton,NC,28359,Robeson,N,Y,Y,Y,Y,"142,000.00",0,0,34.71,-79.04
